Date,Open,High,Low,Close,Adj Close,Volume
2021-08-02,2770.100098,2796.800049,2765.250000,2782.199951,2782.199951,464874
2021-08-03,2784.300049,2822.000000,2784.300049,2819.100098,2819.100098,530085
2021-08-04,2831.800049,2834.300049,2801.000000,2805.500000,2805.500000,308031
2021-08-05,2806.000000,2831.699951,2785.000000,2818.800049,2818.800049,316844
2021-08-06,2830.000000,2851.050049,2811.699951,2833.800049,2833.800049,445529
2021-08-09,2850.000000,2865.899902,2825.000000,2836.300049,2836.300049,422204
2021-08-10,2843.850098,2843.850098,2790.000000,2797.050049,2797.050049,574570
2021-08-11,2810.000000,2814.850098,2751.250000,2781.600098,2781.600098,551805
2021-08-12,2800.000000,2801.250000,2775.000000,2782.949951,2782.949951,410605
2021-08-13,2796.850098,2814.399902,2752.000000,2772.199951,2772.199951,1083905
2021-08-16,2775.000000,2777.899902,2741.800049,2747.350098,2747.350098,396756
2021-08-17,2754.000000,2790.000000,2713.000000,2782.600098,2782.600098,877329
2021-08-18,2790.500000,2795.000000,2752.500000,2763.600098,2763.600098,613650
2021-08-20,2681.199951,2741.000000,2681.199951,2697.500000,2697.500000,809463
2021-08-23,2701.000000,2710.899902,2656.500000,2680.600098,2680.600098,758426
2021-08-24,2681.000000,2695.000000,2652.000000,2675.850098,2675.850098,567946
2021-08-25,2683.000000,2708.000000,2670.000000,2673.949951,2673.949951,407780
2021-08-26,2675.000000,2680.000000,2642.500000,2647.550049,2647.550049,445529
2021-08-27,2648.000000,2679.899902,2636.000000,2674.050049,2674.050049,517155
2021-08-30,2680.000000,2729.000000,2680.000000,2726.250000,2726.250000,518747
