Date,Open,High,Low,Close,Adj Close,Volume
2021-08-02,741.400024,751.450012,733.500000,746.700012,746.700012,6971560
2021-08-03,746.000000,746.000000,728.400024,740.299988,740.299988,6939253
2021-08-04,741.000000,754.000000,736.400024,747.250000,747.250000,6680733
2021-08-05,747.250000,765.400024,740.500000,763.250000,763.250000,8613347
2021-08-06,767.500000,776.500000,755.700012,757.349976,757.349976,8973665
2021-08-09,761.849976,762.500000,742.450012,747.349976,747.349976,5119564
2021-08-10,748.900024,750.000000,719.599976,722.150024,722.150024,6382357
2021-08-11,727.000000,752.000000,727.000000,749.099976,749.099976,11909486
2021-08-12,753.049988,754.299988,741.400024,748.900024,748.900024,3506281
2021-08-13,746.900024,757.549988,732.400024,749.049988,749.049988,5611264
2021-08-16,745.000000,770.599976,739.200012,761.650024,761.650024,9095337
2021-08-17,758.599976,762.450012,735.849976,744.250000,744.250000,6482187
2021-08-18,748.000000,748.900024,732.900024,737.450012,737.450012,5905871
2021-08-20,722.000000,722.000000,681.500000,684.599976,684.599976,13126219
2021-08-23,696.000000,700.700012,664.000000,684.200012,684.200012,11781361
2021-08-24,690.099976,697.000000,683.000000,691.650024,691.650024,8283854
2021-08-25,696.000000,701.000000,680.000000,683.849976,683.849976,5539409
2021-08-26,683.000000,685.000000,669.299988,672.000000,672.000000,5659963
2021-08-27,672.900024,681.400024,671.750000,677.500000,677.500000,4978277
2021-08-30,683.049988,694.000000,683.049988,686.549988,686.549988,5891576
